               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.016328,            0.004099,                   0,             0.99152,             0.99878,             0.99492,             0.75867,            0.018987,           0.0036077,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,            0.015962,            0.004196,                   0,             0.99142,             0.98717,             0.99491,             0.75526,            0.020025,           0.0037395,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,            0.016114,           0.0043886,                   0,             0.98966,                   1,             0.99492,             0.75372,            0.019628,           0.0036157,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,            0.016361,           0.0040586,                   0,             0.99959,                   1,               0.995,             0.75449,            0.020226,           0.0037061,                   0,            0.006733,            0.006733,            0.006733
                 167,            0.015883,           0.0043328,                   0,             0.99932,             0.99145,               0.995,             0.75341,            0.019754,            0.003773,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,            0.015629,           0.0041252,                   0,                   1,             0.99923,               0.995,             0.74971,              0.0194,           0.0036947,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.015202,           0.0040539,                   0,                   1,             0.98962,               0.995,             0.75685,            0.019184,            0.003821,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.015789,           0.0039664,                   0,             0.99599,             0.98291,             0.99491,             0.76277,            0.019305,           0.0038254,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,             0.01533,           0.0042666,                   0,             0.99734,             0.99145,               0.995,             0.77542,              0.0183,           0.0036449,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.016038,            0.004242,                   0,             0.99993,             0.99145,               0.995,             0.77375,            0.018856,           0.0036565,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,            0.014807,           0.0041907,                   0,             0.99926,                   1,               0.995,              0.7564,             0.01848,           0.0036148,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.015023,           0.0042284,                   0,             0.99988,             0.99145,               0.995,             0.77528,            0.018181,           0.0033909,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,            0.015366,           0.0040175,                   0,             0.99069,                   1,               0.995,             0.76386,             0.01824,           0.0034616,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.016432,           0.0042905,                   0,             0.99903,             0.99145,               0.995,             0.76373,            0.018156,            0.003444,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.015088,           0.0041723,                   0,                   1,             0.98967,               0.995,             0.77496,            0.018099,           0.0035653,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.016316,           0.0044578,                   0,             0.98216,                   1,             0.99483,             0.77323,            0.018354,           0.0035397,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,            0.015022,           0.0040495,                   0,             0.99837,             0.99145,               0.995,             0.76871,            0.018138,           0.0035234,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.014694,           0.0040579,                   0,             0.99898,             0.99145,               0.995,              0.7775,             0.01842,           0.0035912,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,            0.014928,           0.0039712,                   0,             0.99885,             0.99145,               0.995,             0.77871,            0.018665,           0.0034776,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.015545,           0.0040703,                   0,             0.99823,             0.99145,               0.995,             0.74829,            0.020043,           0.0037703,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.015012,           0.0039922,                   0,             0.99895,             0.99145,               0.995,             0.76418,            0.018474,           0.0035921,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.015103,           0.0039814,                   0,             0.98214,                   1,             0.99491,             0.76334,            0.018775,           0.0036845,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.015074,           0.0039377,                   0,             0.99888,                   1,               0.995,             0.75128,            0.018839,           0.0036206,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.015028,           0.0041198,                   0,             0.99793,                   1,               0.995,             0.76388,            0.019085,           0.0035892,                   0,            0.006337,            0.006337,            0.006337
                 187,            0.015083,           0.0040243,                   0,             0.99816,             0.99145,               0.995,             0.77451,            0.018107,           0.0035096,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.015015,           0.0040339,                   0,             0.99897,             0.99145,               0.995,             0.77002,            0.018269,           0.0035288,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.015222,           0.0039992,                   0,                   1,             0.98969,               0.995,             0.77629,            0.018364,           0.0036089,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.014622,           0.0040311,                   0,             0.98314,             0.99707,             0.99483,             0.75916,            0.019137,           0.0037436,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,              0.0143,           0.0040276,                   0,             0.99898,                   1,               0.995,             0.73898,            0.019874,           0.0037162,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.015571,           0.0040778,                   0,             0.99151,             0.99866,               0.995,             0.74212,            0.020284,           0.0037446,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.014943,           0.0040373,                   0,                   1,             0.99777,               0.995,             0.75079,            0.019907,           0.0036959,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.014496,           0.0039437,                   0,              0.9901,                   1,               0.995,             0.76641,            0.018865,           0.0036974,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.014517,           0.0039659,                   0,             0.99152,             0.99907,               0.995,             0.76476,            0.018495,            0.003621,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.014788,           0.0038646,                   0,             0.98245,                   1,             0.99491,             0.75956,            0.018695,           0.0036776,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.014569,           0.0041272,                   0,             0.99922,                   1,               0.995,             0.76625,            0.018285,           0.0035914,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.014958,            0.003826,                   0,             0.99151,             0.99837,               0.995,             0.76129,            0.018566,           0.0035968,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,             0.01506,           0.0040399,                   0,             0.99975,             0.99145,               0.995,             0.75704,            0.019377,           0.0037479,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.014738,           0.0039895,                   0,             0.99938,             0.99145,               0.995,             0.75529,            0.019879,           0.0039109,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,            0.014281,           0.0039076,                   0,              0.9967,             0.99145,               0.995,             0.76959,            0.018638,           0.0037882,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.014986,           0.0038813,                   0,             0.99938,             0.99145,               0.995,             0.77095,            0.018368,           0.0036977,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.014334,           0.0039462,                   0,                   1,             0.99143,               0.995,             0.76284,            0.018546,            0.003691,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,             0.01445,           0.0039175,                   0,             0.99932,             0.99145,               0.995,             0.76181,            0.018748,           0.0036636,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.013612,           0.0038854,                   0,             0.99992,             0.99145,               0.995,             0.76558,            0.018597,           0.0036724,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.014842,            0.003774,                   0,             0.98958,                   1,               0.995,             0.75507,            0.018722,           0.0037131,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.014909,           0.0037524,                   0,             0.99849,             0.98291,             0.99491,             0.76496,            0.019053,           0.0037548,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.015228,           0.0039839,                   0,             0.99151,             0.99808,             0.99492,             0.76864,            0.018472,           0.0036182,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.014636,           0.0039709,                   0,             0.99151,             0.99876,             0.99492,             0.75746,            0.019148,           0.0037427,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.014379,           0.0038841,                   0,             0.99751,             0.99145,               0.995,             0.77563,            0.018084,           0.0038106,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.014224,           0.0037137,                   0,             0.99884,             0.99145,               0.995,             0.76781,            0.017888,           0.0037724,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.014403,           0.0040822,                   0,             0.99603,             0.99145,               0.995,             0.77484,            0.018645,           0.0037261,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.013697,           0.0037604,                   0,             0.99881,             0.99145,               0.995,             0.76481,            0.019021,           0.0038535,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,            0.014191,           0.0039243,                   0,             0.99865,             0.99145,               0.995,             0.76832,            0.018621,           0.0037476,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.013739,           0.0039244,                   0,                   1,              0.9913,               0.995,             0.78458,            0.018132,           0.0036298,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,            0.014495,           0.0037656,                   0,                   1,             0.99084,               0.995,             0.77362,            0.018485,           0.0036392,                   0,            0.005743,            0.005743,            0.005743
                 217,             0.01418,           0.0038082,                   0,                   1,             0.99009,               0.995,             0.77546,            0.018079,           0.0034798,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.013518,           0.0037674,                   0,                   1,             0.99848,               0.995,             0.77891,            0.018492,           0.0035372,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.013756,           0.0038696,                   0,             0.99895,                   1,               0.995,             0.78205,            0.018217,           0.0035512,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.014078,           0.0038908,                   0,             0.99907,                   1,               0.995,             0.77765,            0.018583,           0.0036366,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.014337,           0.0039651,                   0,             0.99928,                   1,               0.995,              0.7745,            0.018747,           0.0036607,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.013347,           0.0037066,                   0,             0.99079,                   1,               0.995,             0.78724,            0.018119,           0.0035583,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.013408,           0.0035301,                   0,             0.99062,                   1,             0.99483,             0.77094,            0.018543,            0.003717,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.013482,           0.0040389,                   0,             0.98318,             0.99903,             0.99483,             0.76857,            0.018768,           0.0037344,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.014203,              0.0041,                   0,             0.99038,                   1,             0.99475,             0.77498,            0.018261,           0.0037637,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.013268,           0.0036015,                   0,              0.9907,                   1,               0.995,             0.76454,            0.018326,           0.0037608,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.013841,           0.0037195,                   0,             0.99094,                   1,               0.995,             0.76778,            0.018678,           0.0038368,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.013993,           0.0038064,                   0,             0.98261,             0.99145,              0.9944,              0.7677,            0.019113,           0.0038279,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,            0.013709,           0.0037417,                   0,             0.98318,             0.99935,             0.99449,             0.77697,            0.018167,           0.0037203,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.013746,           0.0037031,                   0,              0.9979,             0.99145,               0.995,             0.75792,            0.018264,           0.0037366,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.014148,           0.0037145,                   0,             0.97416,                   1,             0.99474,             0.76879,            0.018538,           0.0038264,                   0,            0.005446,            0.005446,            0.005446
                 232,            0.013391,           0.0037003,                   0,             0.96586,             0.99145,             0.99398,             0.77143,            0.018307,           0.0037648,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,            0.013837,           0.0038699,                   0,             0.99042,                   1,             0.99492,             0.76465,            0.018241,           0.0037055,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.012798,           0.0036788,                   0,             0.99021,                   1,             0.99492,             0.76636,            0.018236,           0.0037076,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.013498,           0.0036866,                   0,             0.99152,             0.99981,             0.99492,             0.76792,            0.018023,           0.0036503,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,            0.012933,           0.0036554,                   0,             0.98318,             0.99898,             0.99491,             0.76464,             0.01822,           0.0037264,                   0,            0.005347,            0.005347,            0.005347
                 237,            0.013126,           0.0036037,                   0,             0.99815,             0.99145,               0.995,             0.78323,            0.018222,           0.0037037,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,            0.013096,           0.0037178,                   0,              0.9994,             0.99145,               0.995,              0.7802,             0.01808,           0.0036697,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,            0.013512,           0.0038067,                   0,             0.99871,             0.99145,               0.995,             0.76712,            0.018276,           0.0037473,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.013176,           0.0037877,                   0,             0.99836,             0.99145,               0.995,             0.77749,            0.017911,           0.0037122,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.012733,           0.0036145,                   0,             0.99836,             0.99145,               0.995,             0.77979,            0.018095,           0.0036434,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.013002,           0.0037075,                   0,             0.99753,             0.99145,               0.995,             0.78208,            0.018024,           0.0035763,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,            0.012786,           0.0034302,                   0,                   1,             0.98958,               0.995,             0.77624,            0.018276,           0.0035692,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,            0.013925,           0.0036374,                   0,             0.99026,             0.99145,             0.99483,             0.77063,            0.018477,           0.0036128,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,            0.013803,           0.0035489,                   0,             0.98997,             0.99145,             0.99483,             0.77804,            0.018176,           0.0035636,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.013185,           0.0036858,                   0,                   1,             0.99029,               0.995,             0.77305,            0.018304,           0.0036197,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.013561,           0.0036807,                   0,                   1,             0.98253,             0.99491,             0.77756,            0.017813,           0.0034978,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,             0.01241,           0.0035324,                   0,             0.99143,             0.98888,             0.99483,             0.77844,             0.01796,           0.0035511,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,             0.01367,           0.0040098,                   0,             0.98967,             0.99145,             0.99483,             0.77455,            0.018054,            0.003733,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,            0.013185,           0.0037062,                   0,             0.99894,             0.99145,               0.995,             0.77697,            0.017488,           0.0035811,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,             0.01342,           0.0036474,                   0,             0.99841,             0.99145,               0.995,             0.77862,            0.017827,           0.0036091,                   0,             0.00505,             0.00505,             0.00505
                 252,            0.013949,           0.0036648,                   0,                   1,             0.99672,               0.995,             0.78382,            0.017167,           0.0034602,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.012932,            0.003706,                   0,             0.99996,                   1,               0.995,             0.77459,            0.017378,           0.0034537,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,            0.012828,           0.0036513,                   0,             0.99879,             0.99145,               0.995,             0.77287,            0.017599,           0.0034507,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,             0.01211,           0.0036458,                   0,             0.99152,              0.9994,               0.995,             0.77254,            0.017328,           0.0035001,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,            0.012877,           0.0037034,                   0,             0.99113,                   1,               0.995,             0.77722,            0.017252,           0.0035513,                   0,            0.004951,            0.004951,            0.004951
                 257,            0.012789,           0.0035419,                   0,                   1,              0.9884,               0.995,             0.78749,            0.017358,           0.0033911,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,            0.012665,           0.0034193,                   0,             0.98972,             0.99145,             0.99491,             0.77017,            0.017764,           0.0035178,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,             0.01294,           0.0036792,                   0,             0.98972,             0.99145,             0.99491,             0.77476,            0.018104,           0.0036007,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.012806,           0.0037172,                   0,             0.98996,             0.99145,             0.99483,             0.77823,            0.018042,           0.0036798,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,             0.01287,           0.0037286,                   0,             0.98998,             0.99145,             0.99483,             0.78295,            0.017841,           0.0036157,                   0,            0.004852,            0.004852,            0.004852
                 262,             0.01317,            0.003838,                   0,             0.99773,             0.99145,               0.995,             0.78451,            0.018236,           0.0036328,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,            0.012297,           0.0037867,                   0,                   1,             0.99107,               0.995,             0.77584,             0.01809,           0.0036696,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.013315,           0.0037003,                   0,             0.98962,             0.99145,             0.99491,             0.77514,            0.018539,           0.0036521,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.012319,           0.0035585,                   0,              0.9898,                   1,               0.995,             0.78534,            0.017916,            0.003581,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.011898,           0.0034724,                   0,                   1,             0.99786,               0.995,              0.7796,            0.018166,           0.0037375,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.013088,           0.0036784,                   0,             0.99018,                   1,               0.995,             0.78064,             0.01841,           0.0037099,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,            0.012474,           0.0035608,                   0,             0.99822,             0.98291,             0.99475,             0.78259,            0.018172,           0.0037191,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.013145,           0.0036307,                   0,                   1,             0.98276,             0.99491,             0.78655,             0.01786,           0.0036957,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,            0.012484,             0.00358,                   0,             0.99126,             0.99145,               0.995,             0.77089,             0.01827,           0.0038037,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,            0.012028,           0.0035733,                   0,             0.98968,             0.99145,             0.99491,             0.77527,             0.01802,           0.0036938,                   0,            0.004654,            0.004654,            0.004654
                 272,            0.012621,           0.0034784,                   0,             0.99783,             0.99145,               0.995,             0.77468,            0.017972,            0.003618,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,            0.012712,            0.003808,                   0,                   1,             0.97679,             0.99483,             0.78192,             0.01832,           0.0036386,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,            0.012116,           0.0036635,                   0,             0.98944,             0.99145,             0.99491,             0.77781,            0.017734,            0.003478,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.012117,           0.0035517,                   0,             0.99857,                   1,               0.995,             0.78533,            0.017483,           0.0034292,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,            0.012709,           0.0035022,                   0,             0.98363,             0.99145,             0.99483,             0.78415,             0.01779,           0.0035453,                   0,            0.004555,            0.004555,            0.004555
                 277,            0.011907,           0.0034068,                   0,              0.9991,             0.98291,             0.99483,             0.78975,            0.017596,           0.0036685,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,            0.012775,            0.003587,                   0,             0.99026,                   1,             0.99483,             0.78479,            0.017982,           0.0037149,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,            0.012203,           0.0036405,                   0,             0.99152,                   1,               0.995,             0.78022,            0.017958,           0.0036252,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,            0.012977,           0.0034236,                   0,             0.99864,                   1,               0.995,             0.79425,            0.017502,            0.003506,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,            0.013068,           0.0038091,                   0,             0.99706,             0.99145,               0.995,             0.79308,            0.017687,           0.0035821,                   0,            0.004456,            0.004456,            0.004456
                 282,            0.012387,            0.003586,                   0,                   1,             0.99086,               0.995,              0.7791,              0.0181,           0.0036906,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.012503,           0.0034683,                   0,             0.99893,             0.99145,               0.995,             0.78992,            0.017417,           0.0036837,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,            0.012001,           0.0035307,                   0,             0.99126,                   1,               0.995,             0.79259,             0.01702,           0.0037011,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,            0.012003,            0.003607,                   0,             0.98311,                   1,             0.99491,             0.78024,            0.017522,            0.003802,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,            0.012731,           0.0036239,                   0,             0.99152,             0.99922,             0.99483,             0.78063,            0.017974,           0.0037946,                   0,            0.004357,            0.004357,            0.004357
                 287,            0.011844,           0.0034417,                   0,             0.99043,             0.99145,             0.99474,             0.78225,            0.017822,           0.0037365,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,            0.011824,           0.0033182,                   0,             0.99893,             0.99145,               0.995,             0.79429,            0.017296,           0.0036464,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,            0.012444,           0.0035638,                   0,              0.9995,             0.99145,               0.995,             0.80074,             0.01705,           0.0036015,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,            0.012114,           0.0034787,                   0,             0.99882,             0.99145,               0.995,             0.79748,            0.017289,           0.0035984,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,            0.011733,           0.0033007,                   0,             0.99885,             0.99145,               0.995,             0.79306,            0.017285,           0.0035916,                   0,            0.004258,            0.004258,            0.004258
                 292,            0.011719,           0.0034072,                   0,             0.99917,             0.99145,               0.995,             0.79674,            0.017093,           0.0035557,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,            0.011556,           0.0034298,                   0,             0.99899,             0.99145,               0.995,             0.78559,            0.017536,            0.003598,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,            0.012074,           0.0035469,                   0,             0.99873,             0.99145,               0.995,             0.80297,            0.017349,           0.0035548,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,            0.012145,           0.0033638,                   0,             0.99152,             0.99897,               0.995,             0.78668,            0.017842,           0.0035162,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,            0.012443,           0.0035394,                   0,             0.99879,             0.99145,               0.995,             0.78323,            0.017937,            0.003478,                   0,            0.004159,            0.004159,            0.004159
                 297,            0.011958,           0.0034933,                   0,             0.99746,                   1,               0.995,             0.79367,            0.017635,            0.003486,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.011671,           0.0034829,                   0,             0.99025,             0.99145,             0.99491,             0.80271,            0.017212,           0.0034649,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,            0.011264,           0.0036846,                   0,                   1,             0.98953,               0.995,             0.79863,            0.017229,           0.0035341,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,            0.012253,           0.0035264,                   0,             0.99936,                   1,               0.995,             0.79213,            0.016892,           0.0034988,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,            0.011725,           0.0035301,                   0,                   1,             0.99996,               0.995,             0.79375,            0.017039,           0.0035564,                   0,             0.00406,             0.00406,             0.00406
                 302,            0.011508,           0.0035574,                   0,                   1,             0.99927,               0.995,             0.78775,             0.01705,           0.0035676,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,            0.011176,           0.0035722,                   0,             0.99914,                   1,               0.995,             0.78295,            0.017585,           0.0035801,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,             0.01138,           0.0033516,                   0,             0.99951,                   1,               0.995,             0.78132,            0.017491,           0.0034807,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,            0.011614,           0.0034007,                   0,              0.9976,                   1,               0.995,             0.79343,            0.016422,           0.0034132,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,             0.01175,            0.003691,                   0,                   1,             0.99825,               0.995,               0.804,             0.01668,           0.0033739,                   0,            0.003961,            0.003961,            0.003961
                 307,             0.01133,           0.0034955,                   0,             0.99958,                   1,               0.995,              0.8006,            0.016759,            0.003346,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,             0.01175,           0.0035869,                   0,              0.9983,                   1,               0.995,             0.80237,            0.016721,           0.0034166,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,            0.011649,           0.0034266,                   0,             0.99549,                   1,               0.995,             0.80215,            0.017243,            0.003512,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,            0.011863,           0.0033318,                   0,              0.9914,             0.98504,             0.99491,             0.79994,            0.017198,           0.0035575,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,            0.011472,           0.0032707,                   0,                   1,             0.98966,               0.995,             0.79838,            0.017231,           0.0035041,                   0,            0.003862,            0.003862,            0.003862
                 312,             0.01193,           0.0034245,                   0,              0.9905,             0.99145,             0.99491,             0.79757,            0.017353,           0.0035128,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,             0.01168,           0.0035079,                   0,             0.98983,                   1,             0.99492,             0.79902,            0.017501,           0.0035441,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,            0.011787,           0.0034749,                   0,             0.99151,             0.99848,             0.99458,             0.79257,            0.016956,           0.0034106,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,            0.011064,           0.0034458,                   0,             0.99076,             0.99145,             0.99466,              0.8005,             0.01684,           0.0033429,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,            0.011101,           0.0034444,                   0,             0.99052,                   1,               0.995,             0.79565,            0.016414,           0.0033336,                   0,            0.003763,            0.003763,            0.003763
                 317,            0.011031,           0.0033163,                   0,             0.99848,                   1,               0.995,             0.80346,            0.016247,           0.0033662,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,            0.011456,           0.0033006,                   0,             0.99881,                   1,               0.995,             0.79391,            0.016254,           0.0033422,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,            0.011486,           0.0033754,                   0,             0.99914,                   1,               0.995,             0.79128,            0.016354,           0.0033463,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,            0.011205,           0.0034467,                   0,             0.99974,                   1,               0.995,             0.80091,            0.016316,           0.0033833,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,            0.011085,           0.0032346,                   0,             0.99944,             0.99145,               0.995,             0.79968,            0.016573,           0.0034883,                   0,            0.003664,            0.003664,            0.003664
                 322,            0.011097,           0.0032391,                   0,             0.99887,             0.99145,               0.995,             0.79231,             0.01677,           0.0035368,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,            0.010954,           0.0033877,                   0,             0.99937,             0.99145,               0.995,             0.79625,            0.016702,           0.0034537,                   0,           0.0036244,           0.0036244,           0.0036244
                 324,            0.010625,           0.0032652,                   0,             0.98995,                   1,               0.995,             0.79703,            0.016668,             0.00345,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,            0.011067,           0.0033826,                   0,             0.99909,             0.99145,               0.995,             0.80215,            0.016925,           0.0034148,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,            0.010846,           0.0034418,                   0,             0.99823,             0.99145,               0.995,             0.80014,            0.016842,           0.0034896,                   0,            0.003565,            0.003565,            0.003565
                 327,            0.011438,           0.0032722,                   0,             0.98172,             0.99145,             0.99466,             0.79695,            0.017202,            0.003538,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,             0.01112,           0.0032804,                   0,             0.99142,             0.98737,             0.99474,             0.79447,            0.017297,           0.0035079,                   0,           0.0035254,           0.0035254,           0.0035254
                 329,            0.011241,           0.0035136,                   0,             0.98199,                   1,             0.99483,             0.79258,            0.016769,           0.0035707,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,            0.010906,           0.0034785,                   0,             0.98246,             0.99145,             0.99474,             0.80038,            0.016342,           0.0035611,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,            0.010992,           0.0033787,                   0,             0.99142,             0.98785,             0.99483,             0.79974,             0.01663,           0.0035012,                   0,            0.003466,            0.003466,            0.003466
                 332,            0.010583,           0.0035278,                   0,             0.98957,                   1,             0.99483,             0.80516,            0.016624,            0.003556,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,            0.010867,           0.0032371,                   0,             0.98937,                   1,               0.995,             0.81336,            0.016396,           0.0035719,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,            0.010724,           0.0033175,                   0,                   1,             0.98939,               0.995,             0.80453,            0.016636,           0.0036085,                   0,           0.0034066,           0.0034066,           0.0034066
